5j4d_I_BH.pdb,2z9q_A.pdb,4500.0,6
5j4d_I_BH.pdb,2cv0_D.pdb,400.0,5
5j4d_I_BH.pdb,6b4v_I_IA.pdb,0.0,5
5j4d_I_BH.pdb,6zmi_C.pdb,600.0,5
5j4d_I_BH.pdb,4yye_C.pdb,2600.0,6
5j4d_I_BH.pdb,2cv1_C.pdb,600.0,5
5j4d_I_BH.pdb,6y2l_B.pdb,800.0,5
5j4d_I_BH.pdb,2cv2_C.pdb,3200.0,6
5j4d_I_BH.pdb,8p2f_F.pdb,400.0,5
5j4d_I_BH.pdb,8cd1_D.pdb,0.0,5
5j4d_I_BH.pdb,8xsz_C_GC.pdb,100.0,5
5j4d_I_BH.pdb,6b4v_H_HB.pdb,0.0,5
5j4d_I_BH.pdb,7n1p_P.pdb,400.0,5
5j4d_I_BH.pdb,3jcd_9.pdb,1800.0,5
5j4d_I_BH.pdb,8cas_1.pdb,300.0,5
5j4d_I_BH.pdb,5yyn_D.pdb,4300.0,6
5j4d_I_BH.pdb,6om0_u.pdb,600.0,5
5j4d_I_BH.pdb,7b7d_S_CC.pdb,200.0,5
5j4d_I_BH.pdb,4v7c_W.pdb,200.0,5
5j4d_I_BH.pdb,3j0p_W.pdb,400.0,5
5j4d_I_BH.pdb,6z6m_C.pdb,219000.0,5
5j4d_I_BH.pdb,7n1p_D.pdb,200.0,5
5j4d_I_BH.pdb,6z6n_C.pdb,1600.0,5
5j4d_I_BH.pdb,6oli_v.pdb,800.0,5
5j4d_I_BH.pdb,4v4w_A.pdb,22000.0,5
5j4d_I_BH.pdb,7oiz_V.pdb,600.0,5
5j4d_I_BH.pdb,3j0q_W.pdb,400.0,5
5j4d_I_BH.pdb,6b4v_D.pdb,200.0,5
5j4d_I_BH.pdb,8b2l_i.pdb,0.0,5
5j4d_I_BH.pdb,6ahu_T.pdb,300.0,5
5j4d_I_BH.pdb,8bsj_x.pdb,800.0,5
5j4d_I_BH.pdb,6t83_6.pdb,0.0,5
5j4d_I_BH.pdb,3epj_E.pdb,3300.0,6
5j4d_I_BH.pdb,7zrs_6.pdb,400.0,5
5j4d_I_BH.pdb,3jce_9.pdb,1600.0,5
5j4d_I_BH.pdb,8bsj_u.pdb,1400.0,5
5j4d_I_BH.pdb,4yvi_C.pdb,600.0,5
5j4d_I_BH.pdb,6h4n_w.pdb,400.0,5
5j4d_I_BH.pdb,6zu9_1.pdb,600.0,5
5j4d_I_BH.pdb,3jce_8.pdb,600.0,5
5j4d_I_BH.pdb,5w4k_1.pdb,400.0,5
5j4d_I_BH.pdb,5wwt_C.pdb,200.0,5
5j4d_I_BH.pdb,4w29_C_GC.pdb,0.0,5
5j4d_I_BH.pdb,3epk_E.pdb,600.0,5
5j4d_I_BH.pdb,6w6l_u.pdb,600.0,5
5j4d_I_BH.pdb,7n31_D.pdb,200.0,5
5j4d_I_BH.pdb,3qsy_D.pdb,2000.0,5
5j4d_I_BH.pdb,4ujc_A.pdb,225000.0,5
5j4d_I_BH.pdb,7p3k_V.pdb,600.0,5
5j4d_I_BH.pdb,3j0o_W.pdb,400.0,5
5j4d_I_BH.pdb,7zw0_S_OA.pdb,400.0,5
5j4d_I_BH.pdb,2du4_C.pdb,100.0,5
5j4d_I_BH.pdb,2dxi_C.pdb,600.0,5
5j4d_I_BH.pdb,7n2c_D.pdb,200.0,5
5j4d_I_BH.pdb,3epk_F.pdb,200.0,5
5j4d_I_BH.pdb,5lzy_1_SA.pdb,200.0,5
5j4d_I_BH.pdb,6hd7_A.pdb,100.0,5
5j4d_I_BH.pdb,5AJ0_B.pdb,400.0,5
5j4d_I_BH.pdb,3epl_E.pdb,200.0,5
5j4d_I_BH.pdb,5lmq_Z.pdb,2200.0,5
5j4d_I_BH.pdb,6o8w_u.pdb,200.0,5
5j4d_I_BH.pdb,3jcd_8.pdb,600.0,5
5j4d_I_BH.pdb,5wws_C.pdb,200.0,5
5j4d_I_BH.pdb,2cv0_C.pdb,600.0,5
5j4d_I_BH.pdb,7zpq_6.pdb,200.0,5
5j4d_I_BH.pdb,8btr_u.pdb,600.0,5
5j4d_I_BH.pdb,6b4v_M_MC.pdb,0.0,5
5j4d_I_BH.pdb,4v5m_V.pdb,400.0,5
5j4d_I_BH.pdb,3j7a_7.pdb,200.0,5
5j4d_I_BH.pdb,3ep2_Y.pdb,400.0,5
5j4d_I_BH.pdb,7n2u_A.pdb,400.0,5
5j4d_I_BH.pdb,4yvj_C.pdb,600.0,5
5j4d_I_BH.pdb,1zo3_B.pdb,500.0,5
5j4d_I_BH.pdb,5lzs_i.pdb,500.0,5
5j4d_I_BH.pdb,6boh_N_NC.pdb,800.0,5
5j4d_I_BH.pdb,2du3_D.pdb,400.0,5
5j4d_I_BH.pdb,3epl_F.pdb,400.0,5
5j4d_I_BH.pdb,5d8b_B_BD.pdb,500.0,5
5j4d_I_BH.pdb,8bsj_v.pdb,800.0,5
5j4d_I_BH.pdb,4v7c_V.pdb,300.0,5
5j4d_I_BH.pdb,7cpu_S.pdb,400.0,5
5j4d_I_BH.pdb,7oj0_V.pdb,600.0,5
5j4d_I_BH.pdb,8b2l_W.pdb,200.0,5
