2ake,4kr2,1.85
2ake,3b0v,2.26
2ake,4mgm,1.77
2ake,3hl2,1.64
2ake,1exd,2.28
2ake,2zue,1.86
2ake,5btp,2.13
2ake,4x0b,2.42
2ake,1i9v,1.71
2ake,1euq,1.96
2ake,1ffy,1.90
2ake,3amt,2.00
2ake,2zxu,2.13
2ake,4zdo,1.48
2ake,3a2k,2.19
2ake,2re8,2.02
2ake,4tzp,1.87
2ake,4zdp,1.38
2ake,1h4s,2.24
2ake,3a3a,2.12
2ake,3w3s,2.40
2ake,1o0b,1.97
2ake,1fir,2.36
2ake,1gts,2.14
2ake,1qu3,1.90
2ake,1zjw,2.19
2ake,2rd2,2.10
2ake,1n78,2.49
2ake,4lck,1.26
2ake,1ivs,1.98
2ake,3zgz,1.92
2ake,1b23,2.19
2ake,1qrs,2.08
2ake,3w1k,2.33
2ake,4tra,2.09
2ake,4yco,1.81
2ake,1qtq,2.21
2ake,3eph,1.69
2ake,3tup,1.85
2ake,1wz2,2.01
2ake,2azx,2.17
2ake,4wc4,2.31
2ake,3tra,2.23
2ake,4wj4,1.85
2ake,2byt,2.39
2ake,4gcw,1.38
2ake,4ari,2.15
2ake,2zy6,2.07
2ake,3wfs,2.34
2ake,4tna,2.08
2ake,4kr6,2.08
2ake,2iy5,2.36
2ake,1n77,2.52
2ake,1ehz,2.04
2ake,2der,1.90
2ake,1h4q,2.27
2ake,4cqn,1.79
2ake,2ms0,2.53
2ake,1ser,1.58
2ake,4wc3,2.37
2ake,5ccb,2.64
2ake,2v0g,2.41
2ake,2dr2,0.55
2ake,4jxx,2.16
2ake,4mgn,2.42
2ake,4p5j,2.40
2ake,2cv0,2.60
2ake,4wc7,2.38
2ake,1u0b,2.40
2ake,4yye,1.76
2ake,3v11,2.22
2ake,1c0a,2.10
2ake,3qsy,2.46
2ake,3epk,1.65
2ake,3akz,2.41
2ake,2dxi,2.57
2ake,1euy,2.03
2ake,1qf6,1.66
2ake,3wc1,2.30
2ake,2fk6,1.52
2ake,2ct8,2.15
2ake,1sz1,2.64
2ake,4tzw,1.64
2ake,1vtq,2.28
2ake,1ob5,2.28
2ake,2k4c,2.15
2ake,1f7u,1.71
2ake,2tra,2.28
2ake,4kr7,1.80
2ake,1j1u,1.92
2ake,1il2,1.58
2ake,2du4,1.75
2ake,1g59,2.53
2ake,1qru,2.16
2ake,3wfq,2.45
2ake,4rqf,2.27
2ake,1yfg,2.51
2ake,4as1,2.11
2ake,1f7v,1.75
2ake,4kr3,1.85
2ake,2du3,1.76
2ake,2zzn,2.10
2ake,1tn2,1.61
2ake,4jyz,2.11
2ake,4aq7,2.10
2ake,4tzz,1.58
2ake,4arc,1.72
2ake,2zzm,1.63
2ake,3zjt,2.18
2ake,2du5,1.84
2ake,2cv1,2.54
2ake,3epl,1.62
2ake,3cw6,2.49
2ake,3adb,2.07
2ake,1evv,1.99
2ake,4yvk,2.12
2ake,3al0,2.43
2ake,1efw,1.83
2ake,4x0a,2.37
2ake,3wfr,2.40
2ake,3am1,1.81
2ake,2bte,2.24
2ake,2csx,2.17
2ake,2deu,1.97
2ake,4kr9,2.04
2ake,3cw5,2.62
2ake,4rqe,2.38
2ake,4yvj,2.14
2ake,4wc2,2.29
2ake,1j2b,1.75
2ake,3foz,2.18
2ake,2nqp,1.84
2ake,4tzv,1.65
