6zmi_C,4yye_C,4100.0,6
6zmi_C,2cv1_C,1200.0,5
6zmi_C,6y2l_B,500.0,5
6zmi_C,2cv2_C,5400.0,6
6zmi_C,8cd1_D,600.0,5
6zmi_C,4w29_C,500.0,5
6zmi_C,7n2u_D,200.0,5
6zmi_C,8cas_1,900.0,5
6zmi_C,6zmo_C,200.0,5
6zmi_C,6om0_u,500.0,5
6zmi_C,3j0p_W,500.0,5
6zmi_C,7n1p_D,800.0,5
6zmi_C,6z6n_C,1300.0,5
6zmi_C,4v4w_A,900.0,5
6zmi_C,7oiz_V,1200.0,5
6zmi_C,5d8b_B,1100.0,5
6zmi_C,3j0q_W,500.0,5
6zmi_C,8b2l_i,600.0,5
6zmi_C,8xsz_C,1000.0,5
6zmi_C,6ahu_T,900.0,5
6zmi_C,6t83_6,600.0,5
6zmi_C,3epj_E,3200.0,6
6zmi_C,7zrs_6,400.0,5
6zmi_C,8bsj_u,1100.0,5
6zmi_C,4yvi_C,1200.0,5
6zmi_C,6h4n_w,900.0,5
6zmi_C,6zu9_1,1200.0,5
6zmi_C,5w4k_1,1000.0,5
6zmi_C,5wwt_C,800.0,5
6zmi_C,3epk_E,1200.0,5
6zmi_C,6w6l_u,500.0,5
6zmi_C,7n31_D,500.0,5
6zmi_C,3qsy_D,1700.0,5
6zmi_C,4ujc_A,400.0,5
6zmi_C,7p3k_V,1200.0,5
6zmi_C,3j0o_W,1000.0,5
6zmi_C,2du4_C,700.0,5
6zmi_C,2dxi_C,1200.0,5
6zmi_C,7n2c_D,400.0,5
6zmi_C,3epk_F,800.0,5
6zmi_C,6hd7_A,700.0,5
6zmi_C,5AJ0_B,1000.0,5
6zmi_C,3epl_E,800.0,5
6zmi_C,5lmq_Z,1900.0,5
6zmi_C,6o8w_u,800.0,5
6zmi_C,3jcd_8,1200.0,5
6zmi_C,5wws_C,800.0,5
6zmi_C,2cv0_C,1200.0,5
6zmi_C,7zpq_6,400.0,5
6zmi_C,8btr_u,400.0,5
6zmi_C,4v5m_V,500.0,5
6zmi_C,3j7a_7,800.0,5
6zmi_C,4yvj_C,1200.0,5
6zmi_C,2du3_D,1000.0,5
6zmi_C,7n30_P,1000.0,5
6zmi_C,7cpu_S,1000.0,5
6zmi_C,7oj0_V,1200.0,5
6zmi_C,7zw0_s,800.0,5
6zmi_C,6k0b_U,700.0,5
6zmi_C,8fvy_g,500.0,5
6zmi_C,2d6f_E,600.0,5
6zmi_C,6zme_C,200.0,5
6zmi_C,2det_C,400.0,5
6zmi_C,3j92_2,600.0,5
6zmi_C,5mrf_b,4300.0,6
6zmi_C,7b7d_S,200.0,5
6zmi_C,3jce_6,1000.0,5
6zmi_C,6snt_6,600.0,5
6zmi_C,4v9q_B,900.0,5
6zmi_C,8qfs_B,1000.0,5
6zmi_C,1zo3_A,1100.0,5
6zmi_C,5k0y_N,1000.0,5
6zmi_C,4ujd_B,169300.0,5
6zmi_C,5j4d_D,600.0,5
6zmi_C,8k82_C,800.0,5
6zmi_C,6b4v_H,600.0,5
6zmi_C,4yvk_C,1200.0,5
6zmi_C,6boh_D,500.0,5
6zmi_C,6frk_2,600.0,5
6zmi_C,8p2h_D,900.0,5
6zmi_C,2du5_D,1000.0,5
6zmi_C,3jcj_v,900.0,5
6zmi_C,4v4v_A,600.0,5
6zmi_C,6zm7_C,500.0,5
6zmi_C,3j0l_V,600.0,5
6zmi_C,6o7k_v,600.0,5
6zmi_C,1wz2_C,900.0,5
6zmi_C,8btd_u,300.0,5
6zmi_C,7zuw_6,800.0,5
